gender,education,age,political_ideology,household_income,marital_status,religion,race
2,4,72,4,22,1,1,1
2,4,58,4,17,1,1,1
1,5,35,2,13,1,9,1
1,3,70,6,16,1,11,1
2,4,71,2,13,4,3,1
2,3,61,99,22,3,2,5
-9,4,-9,4,-9,6,7,-9
1,5,67,5,21,1,12,1
2,4,50,6,20,1,2,1
2,5,32,4,20,1,2,1
2,4,33,1,18,1,9,1
-9,4,-9,4,-9,-9,12,1
2,4,51,2,18,4,11,1
1,4,54,6,18,1,1,1
1,3,32,6,14,6,2,1
2,5,58,5,19,4,2,1
2,4,50,7,17,1,1,1
1,4,59,2,20,1,9,1
2,2,43,5,10,4,11,6
1,4,34,4,1,1,2,3
1,3,54,99,18,1,12,1
2,3,55,2,20,4,10,1
2,3,56,6,6,4,11,2
1,4,38,5,20,1,4,1
2,3,80,99,13,4,2,1
1,5,65,6,20,1,1,1
2,5,65,2,7,4,1,1
2,3,62,2,1,6,11,1
1,3,44,6,12,4,1,1
2,2,33,6,6,4,11,1
2,3,45,4,13,1,3,2
2,4,55,5,19,1,1,1
2,3,36,6,10,1,11,1
2,5,31,4,19,1,12,1
2,5,46,2,19,1,12,1
2,5,43,5,20,1,2,1
1,4,37,1,15,5,10,1
1,4,38,1,21,1,9,1
2,5,55,3,10,4,2,1
2,3,76,4,8,1,11,1
2,2,71,99,6,1,2,1
1,1,30,4,6,5,10,1
2,2,77,2,2,3,1,1
2,3,71,6,5,4,1,1
2,4,53,6,18,6,1,1
1,3,50,3,19,1,11,1
2,5,48,2,20,6,12,1
2,3,37,4,5,1,12,2
1,3,53,99,11,1,12,3
2,3,68,4,1,1,2,1
2,3,45,5,10,1,11,3
2,-2,80,1,1,1,2,5
2,3,65,5,3,4,1,1
2,3,30,2,10,6,10,1
2,4,66,2,13,1,12,1
1,1,38,3,15,1,9,6
1,2,40,4,1,6,3,3
1,1,42,7,7,1,11,3
2,4,24,4,12,1,5,4
1,5,65,6,15,3,2,1
2,3,68,6,-9,3,11,1
2,2,75,99,3,1,2,3
2,5,54,2,15,4,10,3
2,5,39,1,16,1,10,1
2,2,62,6,10,4,1,1
2,4,43,99,15,1,2,1
1,4,38,4,21,1,7,3
1,4,60,2,21,1,5,1
1,4,58,2,20,4,5,1
2,3,80,5,5,3,2,1
2,2,68,6,11,1,11,1
1,3,-9,6,4,1,11,1
2,3,80,4,10,3,2,1
2,4,35,4,21,1,12,1
1,4,40,2,1,6,10,3
1,3,64,4,21,1,2,2
1,4,31,5,21,1,2,1
2,3,62,6,18,1,1,1
2,4,63,6,20,1,1,1
1,5,55,2,21,1,12,1
2,3,45,5,10,1,11,1
2,2,64,6,20,1,12,5
1,4,36,2,20,1,2,1
2,2,59,4,1,4,1,6
2,2,25,99,7,1,12,1
1,4,43,99,1,6,9,1
-9,3,-9,7,8,-9,1,1
2,4,51,4,19,1,2,1
2,4,52,6,20,1,2,1
1,4,37,5,2,1,2,1
1,3,49,3,17,1,1,1
1,5,45,5,4,6,12,1
1,4,26,5,7,1,11,1
1,5,39,5,18,6,12,1
1,3,68,6,13,1,11,1
2,5,72,4,16,1,1,1
2,2,47,3,1,4,1,1
2,5,59,4,16,1,1,2
2,3,63,7,15,1,2,1
1,3,68,2,10,4,2,6
2,2,79,5,7,3,1,1
2,3,40,2,8,1,12,1
2,5,47,6,17,1,1,1
1,3,56,4,13,1,12,3
1,5,40,7,18,1,1,1
1,4,25,1,20,6,1,3
2,2,54,3,7,4,12,1
2,3,45,2,2,6,3,2
2,2,33,4,2,6,11,1
2,3,61,6,21,1,1,1
2,5,51,2,21,1,11,2
2,2,63,99,2,4,11,2
2,3,50,5,10,1,-9,5
1,3,22,99,2,6,12,3
2,4,29,2,20,6,10,1
2,3,76,4,3,3,11,1
1,5,64,6,14,1,1,6
1,5,63,4,15,1,12,4
2,5,39,4,5,1,12,4
2,3,42,1,2,6,11,2
2,3,24,4,17,6,2,3
2,3,63,4,1,6,2,2
2,3,75,99,20,1,1,1
2,3,66,6,8,3,11,1
1,4,50,6,6,4,11,1
1,3,63,3,5,5,12,1
1,2,38,6,14,1,12,1
2,5,57,2,1,6,1,1
1,2,28,4,13,1,11,2
1,3,35,4,2,4,11,1
1,3,58,3,12,6,11,5
1,3,59,99,1,6,12,1
1,3,57,4,15,1,2,1
2,3,68,2,6,4,1,2
2,4,22,1,15,6,10,1
2,4,26,3,8,6,12,3
2,4,69,6,7,6,1,1
1,4,66,4,20,4,2,1
1,5,67,4,9,4,1,1
-9,5,47,3,-9,1,2,-9
2,3,41,6,19,1,1,1
2,3,41,6,19,1,1,1
2,5,36,2,17,1,2,1
1,3,55,2,10,1,1,1
2,5,62,7,15,6,1,1
2,3,36,3,2,1,12,6
2,5,24,4,16,6,1,1
1,5,32,6,19,1,2,6
1,3,43,3,12,1,1,2
1,3,68,99,22,4,2,1
2,4,37,3,12,1,12,1
2,5,44,4,20,6,1,1
2,3,68,6,6,4,1,1
2,4,74,99,11,6,2,3
2,3,37,4,2,6,12,3
2,3,26,1,5,6,12,1
1,3,64,6,21,1,2,1
1,3,26,4,21,6,3,6
1,3,39,99,14,1,11,1
1,4,71,99,14,1,2,4
2,5,72,2,19,1,12,1
2,3,63,2,17,1,2,1
2,3,30,4,18,1,11,1
2,5,40,1,22,1,12,1
2,4,38,2,4,6,10,3
2,3,61,5,7,4,1,1
2,5,28,2,15,6,12,1
2,3,76,6,7,4,1,1
2,2,80,4,1,3,1,1
2,2,63,7,22,1,11,1
1,4,57,7,21,1,1,1
1,2,42,6,14,1,1,3
1,4,47,2,8,6,9,1
1,3,50,4,7,4,1,1
1,3,68,4,-9,1,2,1
2,4,65,3,14,4,12,1
2,5,-9,4,16,1,1,1
1,3,29,4,10,6,11,1
1,3,31,6,10,6,3,1
2,5,45,1,3,1,11,1
2,4,58,6,15,6,1,1
1,2,66,3,9,1,1,1
2,3,37,4,10,6,12,5
1,4,28,5,9,6,11,1
2,5,76,99,3,1,5,1
2,4,31,4,14,1,12,1
2,1,64,7,1,4,2,5
1,3,71,7,10,1,12,1
2,5,30,2,15,6,9,1
2,3,65,3,1,6,2,1
2,2,70,4,11,4,12,1
2,3,73,6,2,3,2,3
1,4,37,4,10,6,1,1
2,4,62,3,14,1,2,1
1,4,37,6,15,1,3,1
2,3,76,99,1,3,2,3
1,1,72,3,2,4,2,3
2,2,50,1,1,6,11,2
1,4,57,4,21,1,2,1
2,3,25,99,5,6,12,1
1,5,69,2,19,1,9,1
2,5,40,4,18,1,1,6
1,4,30,99,1,6,11,1
1,2,38,4,17,1,12,1
1,4,51,6,20,1,1,1
2,3,68,6,6,1,2,1
1,5,57,4,19,1,1,1
2,3,55,5,8,1,12,1
1,3,55,2,12,4,9,1
2,5,68,7,8,4,1,1
1,3,26,4,10,6,12,1
2,2,59,5,15,1,2,3
1,3,57,4,12,4,2,1
2,3,52,6,9,4,11,2
1,4,69,6,11,1,12,1
2,3,52,6,20,1,2,1
2,1,66,7,16,1,2,3
1,5,55,3,19,1,9,1
1,4,39,4,17,1,10,6
2,5,34,2,22,1,12,1
1,4,77,6,11,1,2,1
1,5,41,6,22,1,10,1
1,3,61,6,19,1,11,1
1,3,59,6,4,4,2,3
2,4,25,4,21,6,1,3
1,2,37,5,20,1,2,1
1,1,68,4,7,3,11,1
2,4,29,2,13,1,11,1
2,5,60,3,20,6,12,4
1,2,58,7,17,1,11,1
1,2,74,99,18,6,11,1
2,5,28,5,17,1,3,1
2,3,63,6,16,1,1,1
1,-2,55,6,22,1,11,1
1,1,24,6,4,6,2,3
1,3,24,2,4,6,2,3
1,4,58,5,19,1,2,1
1,5,70,5,21,4,9,1
1,5,65,4,17,1,1,4
2,5,40,2,-5,1,5,1
2,2,66,99,11,1,1,1
1,4,60,4,2,4,2,3
1,3,-9,5,-9,3,1,-9
1,3,28,2,12,6,9,6
1,2,33,5,22,6,12,2
2,3,67,4,14,1,11,2
2,4,36,7,15,1,11,1
2,3,80,5,10,3,1,1
2,3,21,1,16,6,11,1
1,4,29,3,15,6,11,1
2,2,80,4,4,3,1,1
1,4,26,2,11,6,-9,4
1,2,25,99,8,1,12,2
1,4,52,4,20,4,12,1
1,4,61,3,22,1,5,1
1,4,29,3,17,1,2,1
2,5,56,4,14,6,9,1
2,4,38,6,17,1,11,6
1,4,-9,3,-9,1,10,1
1,3,63,5,14,1,1,1
1,2,54,5,13,1,12,1
2,3,80,6,7,3,1,1
1,3,47,5,17,4,12,1
2,5,24,4,16,1,11,3
1,1,50,99,5,6,11,1
2,5,25,99,10,6,12,1
2,4,24,4,1,6,10,1
2,3,57,4,12,1,11,1
2,3,62,6,-9,1,1,1
1,4,34,99,1,6,12,2
1,1,41,99,8,6,2,3
2,3,42,7,11,1,3,1
2,3,37,99,1,6,12,2
1,4,34,6,-9,1,11,1
2,3,73,6,4,1,1,1
1,2,22,3,18,6,9,1
2,2,80,4,1,3,11,1
1,-2,73,1,18,1,9,1
1,4,78,2,14,1,10,1
2,3,27,3,8,6,12,1
1,4,-9,2,-9,-9,2,1
1,3,80,6,4,3,2,1
2,2,49,5,5,1,11,1
1,2,68,6,15,1,2,3
2,3,60,5,17,1,11,2
2,1,65,99,1,6,12,2
2,4,21,4,22,6,2,1
2,-2,21,3,14,6,12,2
2,3,73,99,2,1,1,1
2,3,66,1,2,4,12,1
2,3,35,99,11,1,9,1
2,3,34,99,-9,1,12,3
1,3,60,99,7,1,11,2
1,-9,43,4,-9,1,12,3
2,5,80,6,17,4,1,1
2,3,28,2,2,1,10,1
1,4,26,1,15,1,2,1
1,2,23,6,1,4,2,1
2,-2,69,6,1,1,1,1
2,2,63,99,3,1,12,1
2,5,48,6,19,1,12,1
1,5,55,2,22,1,9,1
1,4,26,4,17,6,9,1
2,5,44,4,18,1,2,1
2,5,31,2,1,6,10,1
2,3,62,6,10,6,1,1
2,4,30,1,17,1,12,1
1,3,60,4,6,4,2,3
1,5,34,2,18,1,12,1
2,5,52,2,22,1,1,1
1,4,-9,4,-9,1,10,1
2,2,41,2,3,6,12,1
1,3,40,4,16,6,9,1
1,3,73,4,12,1,1,1
1,4,-9,2,20,1,12,4
1,5,80,3,15,1,1,1
1,5,68,2,21,1,9,1
2,3,36,99,9,5,11,2
2,4,59,4,19,4,2,1
1,4,39,6,19,1,2,1
1,5,60,3,12,4,7,1
2,2,24,99,2,6,12,2
2,5,-9,1,3,5,12,2
2,2,80,99,-9,3,2,1
1,5,33,99,18,1,9,1
1,5,62,7,1,1,2,1
1,3,43,4,9,1,1,1
-9,3,-9,5,-9,1,12,-9
2,3,80,7,8,1,11,1
1,2,46,99,4,4,12,1
2,5,-9,7,-9,1,1,1
1,2,68,6,-9,1,-9,1
1,4,58,6,6,6,9,1
1,4,67,4,9,1,8,5
1,2,61,3,2,4,10,1
2,3,34,4,10,1,12,6
2,2,80,4,2,4,11,1
1,2,45,5,15,4,12,1
1,2,30,99,8,6,12,3
2,2,80,6,12,1,1,1
1,5,60,5,21,3,1,1
1,2,76,6,3,4,1,1
1,4,47,6,17,4,12,3
2,4,50,6,5,4,1,1
1,2,57,7,6,1,1,1
1,3,35,3,9,1,10,1
2,4,41,3,17,1,11,3
2,5,26,2,18,6,1,1
1,2,-9,4,-9,6,10,1
1,2,44,4,1,1,12,1
2,2,80,99,-9,3,1,1
1,3,77,6,15,1,1,1
1,5,65,2,22,1,5,1
1,3,79,4,17,1,5,3
1,1,70,99,1,3,12,2
1,2,27,6,4,6,11,2
1,4,29,2,21,6,9,1
1,3,73,3,19,1,1,1
2,3,20,99,8,6,2,3
2,5,44,1,19,1,1,2
1,2,72,99,3,1,12,1
1,2,46,3,-9,6,12,-9
1,2,54,6,7,4,11,1
1,3,69,4,10,1,1,1
2,3,48,4,16,1,2,1
2,2,-9,6,-9,6,11,1
1,2,40,4,18,1,12,1
2,5,78,4,18,1,12,4
1,4,49,6,20,1,11,1
1,4,77,4,19,1,1,1
1,5,65,2,21,1,1,1
2,3,58,4,21,1,1,1
2,4,58,4,10,1,12,1
1,4,31,1,1,6,10,3
1,3,35,4,21,1,2,1
2,5,56,6,17,6,1,1
2,3,58,2,2,4,12,2
1,3,22,3,6,6,12,1
2,4,54,4,-5,6,12,4
2,3,49,2,17,1,11,1
2,3,68,4,7,1,2,1
2,3,80,6,-9,3,2,1
1,2,-9,5,-9,1,2,1
2,4,52,4,20,1,2,1
1,5,44,2,17,1,12,1
1,5,60,7,9,4,11,1
2,3,59,7,1,4,1,1
2,3,62,5,8,4,4,1
2,2,70,2,4,4,11,1
2,3,67,4,4,1,1,6
1,3,40,4,10,1,1,2
2,5,43,1,16,1,12,1
1,2,74,4,-9,1,1,1
2,2,56,6,12,1,1,5
1,1,35,4,1,6,11,3
2,4,27,2,11,6,10,1
2,3,24,2,9,4,12,1
2,4,32,3,12,6,10,2
1,2,58,99,9,1,11,1
1,2,32,5,6,6,12,1
2,2,33,6,2,5,12,3
2,3,-9,4,5,3,2,1
-9,-9,-9,-9,-9,-9,-9,-9
1,2,80,4,2,4,11,1
2,4,71,1,1,5,11,2
1,5,69,4,7,1,10,1
2,4,-9,4,-9,6,2,1
1,2,26,2,-9,6,2,4
1,-2,63,2,15,1,9,1
1,3,71,4,16,4,12,2
2,3,56,3,15,5,12,1
2,-9,-9,99,-9,1,12,-9
2,3,47,5,-9,6,12,1
2,4,45,2,21,1,2,3
2,2,36,7,10,1,1,6
1,3,80,99,5,1,5,1
2,3,19,4,8,6,12,4
-9,5,-9,4,-9,-9,2,1
2,5,44,6,13,6,11,1
1,3,-9,6,-9,5,2,1
1,4,34,2,20,1,5,1
1,4,30,1,2,6,9,1
2,4,71,5,1,3,11,1
1,5,69,3,15,1,2,1
1,3,69,3,-9,4,12,1
2,2,34,5,1,6,2,1
2,3,46,99,6,1,2,4
1,1,64,5,4,4,11,1
2,4,55,3,21,1,2,3
1,4,63,5,16,1,2,3
2,5,71,2,20,1,12,1
1,1,19,6,20,6,1,1
1,4,47,6,4,6,1,1
1,4,48,3,21,5,10,1
1,5,34,2,20,1,2,1
1,3,49,4,20,1,2,2
2,2,66,1,14,1,1,1
1,1,40,4,12,1,2,3
2,3,53,6,7,1,1,1
2,3,50,99,8,4,2,1
1,3,35,6,18,1,11,1
2,4,55,7,22,1,2,1
2,3,-9,3,8,1,12,2
2,4,59,99,15,1,11,4
1,4,34,99,4,6,12,1
2,5,49,5,18,1,1,1
2,5,64,2,18,4,11,2
1,-2,29,99,10,6,12,6
2,3,53,99,6,4,12,2
1,2,56,4,12,1,11,1
1,4,57,5,4,6,11,5
1,4,56,2,7,1,10,1
1,2,65,4,3,4,11,1
2,4,66,4,4,3,11,1
1,5,68,4,17,1,12,1
2,1,60,4,10,1,2,3
1,4,60,3,20,1,12,4
1,2,59,4,20,1,2,1
2,4,34,3,21,1,9,3
1,5,33,1,13,1,6,4
1,3,55,2,2,1,12,1
2,4,-9,3,-9,6,12,-9
2,3,67,6,9,1,1,1
1,4,42,4,-9,1,-9,1
1,4,59,6,19,1,1,4
1,5,73,2,11,4,2,1
1,3,-9,4,-9,1,-9,-9
2,3,54,5,2,4,11,1
1,3,66,4,11,1,5,1
1,5,-9,4,17,4,10,2
2,5,56,2,22,1,12,1
2,4,75,3,13,3,2,1
2,2,78,5,9,3,2,1
2,3,65,99,1,6,11,5
2,5,44,3,22,1,1,1
1,3,64,5,16,4,1,1
2,5,67,1,4,6,12,1
1,3,48,99,-9,1,-9,-9
1,5,68,6,16,1,2,1
2,3,39,6,6,6,11,1
1,4,54,1,4,5,2,2
2,5,80,3,-9,6,2,1
2,5,27,3,19,6,1,4
1,5,55,2,4,4,11,1
1,4,27,4,11,1,4,1
2,-2,65,6,19,1,2,1
1,3,67,99,20,1,2,1
2,5,51,99,-9,6,11,1
1,3,44,6,21,1,1,1
2,4,45,99,17,6,12,1
2,3,29,4,13,1,9,1
1,4,54,3,16,1,12,-9
1,4,80,99,1,1,1,1
2,3,72,5,22,1,2,1
1,3,49,2,10,4,2,3
1,3,31,6,11,6,10,1
1,3,66,4,17,1,1,2
1,5,80,6,7,3,1,1
1,4,47,4,18,1,11,2
1,2,60,7,13,1,1,3
1,5,80,6,1,1,1,2
2,2,80,5,15,6,1,4
1,3,68,4,11,1,1,4
1,3,60,4,8,3,11,1
1,4,51,7,20,1,1,3
1,5,76,6,15,1,5,1
1,5,28,4,13,6,12,3
2,3,19,2,3,4,12,1
2,5,23,7,8,6,11,1
2,3,69,2,21,1,1,1
1,4,76,6,1,1,2,1
1,4,61,6,22,4,1,1
2,5,33,6,21,1,2,1
2,2,59,2,21,1,9,1
2,3,75,6,15,1,1,1
2,3,41,99,20,1,12,1
2,4,35,3,17,6,2,3
2,3,39,99,6,1,11,2
2,4,48,6,21,1,1,1
1,3,72,4,2,6,12,1
1,1,74,4,16,1,1,1
1,4,71,2,13,1,10,1
1,4,76,5,-9,1,-9,-9
2,3,28,-9,8,1,11,1
2,5,26,5,16,6,5,1
2,3,68,2,5,4,10,1
1,3,46,2,14,1,12,1
1,4,47,3,18,6,1,2
1,2,28,99,7,1,12,3
2,-2,23,6,8,1,1,3
2,5,65,3,9,3,1,1
2,5,40,2,15,1,2,1
1,5,73,2,18,1,2,1
2,5,41,99,17,4,2,3
1,4,52,3,15,6,1,2
1,5,47,3,22,1,8,4
1,4,26,4,10,6,12,1
1,4,80,4,-9,4,2,1
2,1,80,3,2,3,1,1
-9,3,61,3,-9,1,11,2
1,4,27,5,20,6,1,1
2,4,59,4,18,4,2,1
2,5,44,1,18,6,11,1
1,3,26,4,4,6,12,4
2,3,37,3,21,1,1,1
1,3,55,6,10,6,12,1
1,5,80,99,1,3,1,1
2,3,19,99,16,6,12,3
1,2,70,4,21,1,1,6
2,3,27,4,1,6,2,1
2,3,-9,99,-9,-9,2,3
1,3,57,7,-9,1,1,1
1,5,66,4,22,4,11,2
1,5,60,1,21,1,9,3
1,3,47,4,-9,1,1,1
1,5,77,4,14,1,1,1
2,3,49,2,20,1,11,2
2,3,54,4,14,1,2,1
2,2,64,99,6,1,1,1
1,2,28,6,3,6,5,1
2,4,61,5,22,1,1,1
2,2,54,4,2,1,12,6
2,5,25,6,11,6,12,1
2,5,29,4,21,6,2,1
2,4,24,1,8,6,11,1
1,5,77,2,10,3,1,1
2,3,30,2,17,1,12,1
2,2,40,5,-9,1,11,3
2,2,68,99,10,6,2,1
1,3,65,1,1,4,11,1
1,2,33,6,9,6,2,1
1,2,39,5,7,1,1,1
1,5,32,2,8,6,10,4
2,3,60,3,5,4,11,1
1,5,35,4,22,1,1,1
2,3,71,6,7,1,11,1
1,2,63,6,13,4,12,1
2,4,41,5,13,1,1,3
2,3,40,4,4,4,2,2
1,3,80,3,4,1,12,1
1,4,49,6,22,1,1,6
2,4,69,99,1,6,2,1
1,3,34,3,17,1,2,1
2,5,54,3,20,1,2,1
2,4,80,2,9,4,10,1
1,3,-9,4,-9,1,11,2
2,2,64,99,1,5,3,2
1,4,50,5,1,1,9,4
1,3,49,6,1,1,11,1
2,5,62,6,19,1,2,1
2,5,26,1,14,1,11,1
2,4,28,5,17,1,2,1
1,3,39,3,9,6,9,1
1,5,49,3,22,1,12,4
1,4,66,4,19,1,1,1
1,4,56,6,17,1,1,1
1,4,67,4,17,1,2,1
1,3,20,3,22,6,12,1
2,3,73,3,1,6,1,2
1,3,49,1,10,1,1,1
1,5,69,6,21,1,1,1
2,5,50,2,15,6,1,1
2,2,54,3,5,4,2,3
1,5,54,99,10,1,11,2
2,2,65,99,3,4,12,2
2,5,80,3,19,3,11,6
2,3,23,2,22,6,9,6
2,3,33,4,1,4,12,1
1,4,-9,4,20,6,10,4
2,5,43,2,20,6,10,4
2,1,49,1,1,6,11,2
2,3,25,4,4,6,11,1
2,4,30,3,19,1,1,1
1,3,51,99,12,1,11,1
2,2,75,4,6,3,1,1
2,5,74,5,13,1,2,1
2,4,64,6,-9,3,11,1
2,4,33,6,22,1,1,1
1,4,37,3,18,6,12,1
2,3,73,6,8,1,1,1
1,4,64,4,18,1,11,1
2,3,50,99,10,4,12,1
1,4,55,4,21,1,1,1
1,3,26,99,13,1,12,1
1,3,59,7,-9,1,11,1
1,5,-9,7,-9,1,1,1
1,5,53,5,-9,1,1,1
2,1,25,99,1,6,2,3
2,3,80,5,4,1,1,1
2,-2,40,99,14,1,11,3
1,4,31,3,17,6,1,4
1,2,72,6,17,1,2,1
1,3,22,2,10,6,12,3
2,5,71,4,11,3,2,1
-9,4,-9,4,-9,6,12,5
1,3,52,2,18,1,9,6
1,4,39,6,15,1,3,4
2,3,59,4,17,1,2,6
1,3,67,4,10,4,12,1
1,3,61,7,18,4,1,1
1,5,41,1,17,1,1,1
2,2,56,99,3,4,2,1
1,4,65,6,18,6,11,1
2,5,64,4,10,4,2,1
2,4,24,2,11,1,11,1
1,2,72,4,7,3,12,1
1,3,39,6,10,1,11,1
2,3,64,4,21,1,11,5
2,-2,73,5,4,1,1,1
2,3,23,2,4,6,12,1
2,2,72,5,7,1,2,1
2,3,19,2,15,6,2,2
1,2,42,4,17,1,12,1
2,3,26,1,2,6,11,6
2,2,19,99,8,6,1,4
2,3,77,4,20,1,2,3
2,4,46,4,16,1,1,5
2,3,35,2,1,6,2,3
2,3,66,2,10,1,1,1
2,2,68,99,10,1,11,2
2,3,63,5,17,1,2,1
1,3,40,4,5,6,2,1
1,3,26,6,8,6,12,1
1,2,80,7,11,1,1,1
2,2,53,4,20,1,2,1
2,4,35,4,13,1,11,1
2,3,34,3,7,6,10,1
1,3,66,3,8,4,11,5
2,5,30,4,22,1,8,4
2,2,80,4,4,3,1,1
2,3,72,99,-9,4,2,1
2,4,31,6,17,1,1,1
2,2,80,99,5,3,2,1
1,4,25,3,22,6,5,1
1,5,55,2,16,1,1,1
2,3,59,2,21,1,12,1
1,2,80,4,15,1,2,3
2,3,51,6,13,1,11,1
2,3,63,2,1,6,11,1
2,3,64,99,10,1,11,1
1,2,63,99,8,1,11,2
2,1,75,2,4,3,1,1
2,3,32,4,1,6,11,3
1,1,80,4,3,3,2,1
2,5,68,2,11,1,1,1
1,3,22,6,21,6,1,1
1,3,25,99,17,6,12,1
2,5,47,2,-9,1,11,2
2,4,30,5,1,1,12,6
1,2,61,4,5,1,11,3
2,5,-9,3,22,1,9,1
2,5,55,1,16,1,11,1
2,4,32,3,20,1,12,1
1,3,71,7,10,1,1,1
1,4,53,5,-9,1,12,4
1,4,70,4,8,3,-9,1
1,3,42,2,21,1,11,1
1,4,71,7,14,1,1,1
2,3,21,1,22,6,9,1
1,2,71,7,15,1,11,1
1,2,41,4,1,4,11,1
2,5,42,2,3,4,12,1
2,3,66,4,1,1,2,1
1,2,44,1,1,1,12,1
-9,4,-9,2,-9,6,9,1
2,4,38,4,5,6,12,1
2,5,35,4,17,1,2,1
1,4,28,1,15,6,9,1
1,2,-9,2,2,1,1,1
1,5,65,6,22,1,1,1
1,4,30,2,15,6,3,4
2,3,76,5,6,4,2,1
1,3,21,3,5,6,12,3
2,4,79,3,17,1,11,1
2,4,41,1,8,5,10,3
1,5,30,99,1,1,2,2
1,5,56,3,17,1,12,1
1,2,49,7,13,1,11,1
2,3,43,5,17,1,2,1
1,2,49,4,16,4,12,4
1,2,20,99,1,6,12,1
2,3,63,4,1,4,12,1
1,3,57,4,2,4,1,2
2,5,48,3,22,1,1,1
1,3,58,4,9,6,1,2
1,3,68,2,13,4,9,1
2,-2,27,4,3,6,11,5
2,3,41,6,6,6,11,1
2,5,62,2,10,6,1,1
2,3,-9,6,10,3,1,1
2,3,58,2,20,1,12,6
1,3,80,5,6,1,2,1
1,5,35,1,21,6,9,1
2,3,66,5,11,1,1,1
2,3,66,6,8,1,2,1
1,5,71,1,22,1,5,1
2,3,80,3,9,3,1,1
2,2,34,6,5,6,11,1
1,3,63,4,11,1,1,1
1,4,23,2,-9,6,2,1
1,2,63,4,6,4,2,1
2,5,59,1,10,4,12,1
2,3,43,4,18,1,12,1
1,5,69,6,22,4,12,1
1,3,37,6,1,6,12,1
1,5,51,6,22,1,1,1
1,3,69,6,19,4,12,1
2,4,24,1,6,6,9,1
2,2,62,5,20,4,11,2
2,4,61,3,18,4,12,1
2,3,69,6,18,1,1,1
2,2,46,6,12,1,12,1
1,4,72,6,10,1,1,1
2,3,30,5,2,6,11,3
1,2,66,6,3,4,11,1
2,4,26,1,6,6,11,6
2,3,66,6,5,1,1,3
2,3,60,4,1,6,12,1
1,4,54,4,17,1,1,1
2,3,74,99,15,3,12,2
2,5,39,4,17,1,1,1
1,5,-9,99,22,6,5,1
2,3,60,99,4,3,11,3
1,3,22,4,4,6,1,1
1,5,69,3,22,1,9,1
2,4,59,5,4,4,2,1
2,4,65,4,18,1,11,1
2,1,50,4,10,1,8,4
2,4,50,5,18,1,2,1
1,3,23,4,4,6,12,1
1,5,55,4,-5,1,11,2
2,5,57,1,19,6,1,1
1,4,56,5,22,1,2,1
2,3,70,99,5,4,1,1
2,3,38,2,8,6,6,5
2,5,75,6,1,3,2,1
2,5,36,4,20,1,11,4
1,2,49,6,18,1,12,1
1,3,28,6,10,1,12,6
1,3,56,2,-9,4,5,1
2,4,28,2,7,6,12,1
2,3,69,4,6,4,1,1
2,2,67,3,8,1,2,1
2,2,18,99,2,6,11,3
2,4,80,2,20,1,12,1
1,3,36,5,18,1,12,1
-9,-9,74,3,-9,1,-9,-9
2,2,66,4,4,4,12,1
2,5,41,4,1,1,2,3
2,2,29,4,1,6,12,6
2,1,42,99,2,3,11,1
1,5,74,5,15,4,9,1
2,1,33,99,1,6,1,2
2,3,33,99,16,1,11,2
2,3,56,4,5,4,2,6
2,3,61,4,7,6,11,2
2,4,29,7,15,1,11,3
1,5,47,4,9,1,9,1
2,1,51,99,1,5,11,5
2,4,24,2,7,6,1,1
2,5,66,2,20,1,12,1
1,4,53,2,11,4,9,1
2,2,57,99,2,4,11,1
2,3,49,99,18,1,2,1
1,3,46,2,18,1,1,1
1,2,37,99,1,1,6,1
1,4,39,2,20,6,5,1
2,2,18,4,13,1,12,1
1,5,79,1,20,1,12,1
1,3,39,3,17,6,9,1
2,1,67,99,-9,1,1,1
2,4,-9,2,-9,1,2,1
2,3,40,6,20,4,11,1
1,3,36,99,3,1,11,2
2,5,65,4,15,1,2,3
2,5,31,2,7,6,12,1
2,4,71,2,6,1,11,6
2,3,23,2,22,6,3,1
1,3,75,3,11,1,12,1
2,4,29,2,22,1,9,1
2,2,26,3,6,6,10,3
2,4,41,6,18,1,1,1
1,1,57,4,1,1,11,1
1,2,59,4,20,6,2,1
2,4,-9,99,-9,6,-9,-9
1,4,23,6,5,6,1,1
1,2,25,7,7,6,2,1
1,4,57,2,21,1,11,2
1,5,66,2,17,1,5,1
2,3,80,4,-9,3,2,1
2,3,58,99,17,1,12,2
2,4,38,4,-9,1,2,1
2,2,-9,99,6,4,2,1
2,4,54,2,21,4,10,1
1,4,57,6,22,1,1,1
1,5,77,6,-9,1,1,1
1,3,40,4,17,1,1,1
2,4,58,4,4,6,11,2
1,3,70,6,10,1,12,1
2,5,35,4,22,1,2,4
1,3,50,3,3,6,9,1
1,2,66,99,17,1,11,4
1,3,80,5,-9,3,1,1
2,5,58,3,20,1,1,1
1,4,47,2,13,4,10,1
1,2,29,4,7,1,1,1
2,3,60,2,9,3,7,1
1,4,74,7,11,4,1,1
2,3,49,99,15,1,2,1
1,5,73,4,18,1,2,1
1,5,40,5,22,6,4,1
1,4,52,6,22,1,1,1
2,3,69,7,4,3,11,1
2,4,36,3,5,4,11,4
2,5,52,6,17,1,1,4
2,3,53,5,-9,6,3,1
2,3,35,99,1,5,11,1
2,2,27,99,1,6,12,2
1,4,32,3,19,1,10,1
2,4,41,6,16,1,12,1
1,5,77,99,10,4,1,2
1,3,50,5,1,1,2,1
